id,name,category,price,stock_count,ean_barcode,active,created_date
890,Premium Aromatyczna świeca zielony L,Bedroom,726.77,499,7403344505669,1,2022-07-08
891,Dekoracyjny Kosz na zabawki naturalny L,Nursery,435.74,192,5278585497330,1,2022-07-08
892,Drewniany Lampion ogrodowy,Garden,287.53,96,3187510979211,1,2022-07-17
893,Nowoczesny Krzesło balkonowe,Balcony,26.97,444,6368157981233,1,2022-07-30
894,Boho Sztućce ze stali beżowy L,Dining Room,444.78,463,164005242787,1,2022-07-31
895,Nowoczesny Wieszak na rośliny,Balcony,693.15,130,5506882691770,1,2022-08-04
896,Dekoracyjny Pojemnik na sezonowe ubrania szary S,Storage,151.83,278,8615335554399,1,2022-08-04
897,Praktyczny Drążek do zasłony biały S,Bathroom,67.96,265,8092550213063,0,2022-08-15
898,Premium Mobilne nad łóżeczko kremowy XL,Nursery,366.71,259,6805891135299,0,2022-08-19
899,Luksusowy Ramka na certyfikat beżowy,Office,623.37,169,7494902284034,1,2022-08-22
900,Dekoracyjny Stolik balkonowy naturalny,Balcony,657.36,419,2312432921272,1,2022-08-24
901,Ceramiczny Stolik balkonowy czarny,Balcony,327.84,343,3149135775944,0,2022-09-08
902,Bambusowy Poduszka puchowa,Bedroom,591.88,457,4627301471955,1,2022-09-08
903,Boho Mata balkonowa beżowy,Balcony,42.74,252,9303614987288,0,2022-09-09
904,Premium Kosz na zabawki,Nursery,634.24,339,9179202521314,0,2022-10-07
905,Dekoracyjny Uchwyt na papier toaletowy szary,Bathroom,411.82,447,2429543165263,1,2022-10-17
906,Praktyczny Zegar ścienny antracytowy L,Bedroom,462.3,417,1864482217580,0,2022-10-23
907,Vintage Kabel zasilający brązowy,Garage,452.77,25,5642045657754,0,2022-10-24
908,Wielofunkcyjny Nóż kucharski,Kitchen,772.64,414,477425859177,1,2022-10-24
909,Drewniany Klipsy do prania naturalny,Laundry Room,429.49,313,5527636556473,0,2022-10-25
910,Luksusowy Etykiety samoprzylepne szary XL,Storage,356.56,391,759889786535,0,2022-10-28
911,Kompaktowy Lampion ogrodowy brązowy,Garden,331.7,388,304687506351,0,2022-10-29
912,Nowoczesny Szczotka do prania zielony XL,Laundry Room,581.46,287,6334141115939,0,2022-11-06
913,Kompaktowy Półka łazienkowa,Bathroom,403.89,394,811556260608,0,2022-11-20
914,Premium Lampa solarna beżowy S,Balcony,636.21,470,1848955439372,1,2022-11-23
915,Skandynawski Zasłony do salonu biały XL,Living Room,608.09,446,306738302844,0,2022-12-03
916,Nowoczesny Zegar ścienny czarny M,Bedroom,96.43,371,3863383928869,0,2022-12-07
917,Skandynawski Pojemnik tekstylny kremowy S,Storage,862.6,434,7595794728467,0,2022-12-08
918,Praktyczny Ława szklana szary L,Living Room,484.79,257,2992299590011,0,2022-12-08
919,Rustykały Teczka dokumentów kremowy M,Office,419.94,442,8576084958800,0,2022-12-14
920,Kompaktowy Deska do krojenia granatowy M,Kitchen,63.37,489,8851656049453,0,2022-12-18
921,Rustykały Donica ceramiczna,Living Room,474.09,121,9121870629328,0,2022-12-19
922,Praktyczny Ochraniacz na materac kremowy XL,Bedroom,816.38,293,5654420949408,1,2022-12-20
923,Bambusowy Pojemnik na pieluchy kremowy,Nursery,640.37,302,5031006493409,0,2022-12-26
924,Klasyczny Stojak na przyprawy biały,Kitchen,818.31,310,9004896465289,0,2023-01-08
925,Vintage Serwetki lniane czarny,Dining Room,604.24,200,6176620471965,0,2023-01-08
926,Skandynawski Stojak na parasole brązowy,Hallway,378.18,434,1359266486981,0,2023-01-18
927,Ekologiczny Wieszak za drzwi,Storage,700.55,312,9553024530127,0,2023-01-18
928,Stylowy Podstawki pod garnki,Kitchen,690.15,303,2511426258275,0,2023-01-20
929,Premium Pompka do roweru czarny,Garage,265.11,25,7794332562383,1,2023-01-27
930,Dekoracyjny Etykiety samoprzylepne,Storage,29.09,471,515532341595,1,2023-02-01
931,Luksusowy Kosz na zabawki kremowy,Nursery,125.49,432,8885622586604,1,2023-02-02
932,Wielofunkcyjny Wieszak na narzędzia kremowy L,Garage,509.15,234,7121513422844,0,2023-02-02
933,Dekoracyjny Poduszka na leżak naturalny,Garden,736.01,188,5169409749936,0,2023-02-02
934,Kompaktowy Pojemnik na watę biały,Bathroom,613.85,492,8018569454419,1,2023-02-07
935,Ekologiczny Pompka do roweru,Garage,109.61,376,8189847139158,1,2023-02-08
936,Nowoczesny Wieszak na ręczniki antracytowy,Bathroom,599.57,66,3445655743136,0,2023-02-11
937,Ekologiczny Szczotka do zamiatania granatowy,Garage,398.29,228,6164534547227,0,2023-02-18
938,Metalowy Dywanik do pokoju dziecięcego antracytowy S,Nursery,695.26,168,4308952312025,0,2023-02-23
939,Nowoczesny Ochraniacz na materac brązowy,Bedroom,863.27,256,3565215681828,0,2023-03-04
940,Rustykały Pudełko kartonowe szary,Storage,373.7,301,5100307620545,1,2023-03-13
941,Luksusowy Wieszak na narzędzia szary XL,Garage,737.25,138,2968827697040,0,2023-03-17
942,Nowoczesny Zasłony blackout czarny M,Bedroom,45.54,142,6475489547874,1,2023-03-23
943,Boho Poszewka na poduszkę,Bedroom,536.06,340,4178996986090,0,2023-03-30
944,Industrialny Ramka na zdjęcia,Living Room,478.79,87,55778487287,0,2023-04-03
945,Elegancki Dywanik do pokoju dziecięcego,Nursery,831.51,313,9106227236268,1,2023-04-07
946,Klasyczny Suszarka na pranie brązowy,Bathroom,441.43,64,8144294440196,0,2023-04-10
947,Drewniany Pojemnik na sezonowe ubrania antracytowy,Storage,189.56,325,1834404963918,0,2023-04-11
948,Industrialny Wazon szklany biały L,Living Room,771.96,52,2662015720182,1,2023-04-24
949,Premium Organizer pralniany,Laundry Room,131.95,170,7872982595262,1,2023-04-26
950,Drewniany Konewka metalowa,Garden,657.17,67,3098215064891,0,2023-04-28
951,Kompaktowy Miska do mieszania szary XL,Kitchen,393.45,170,745106634369,0,2023-04-29
952,Vintage Zasłony blackout szary,Bedroom,543.17,499,5133053194978,1,2023-05-09
953,Ekologiczny Stojak na monitor,Office,732.55,132,8067571236919,1,2023-05-12
954,Luksusowy Lampka nocna do pokoju dziecięcego granatowy,Nursery,404.26,478,4231220994992,0,2023-05-18
955,Ekologiczny Ramka na zdjęcia,Living Room,804.44,63,9237245018489,0,2023-06-04
956,Skandynawski Poduszka dla niemowląt granatowy M,Nursery,540.21,75,8788486999699,0,2023-06-07
957,Kompaktowy Łopatka silikonowa kremowy S,Kitchen,789.5,134,8281489325286,0,2023-06-08
958,Praktyczny Serwis obiadowy kremowy M,Dining Room,817.47,196,9666309329986,0,2023-06-13
959,Industrialny Regał na książki zielony XL,Living Room,754.36,115,2798623984712,1,2023-06-15
960,Szklany Roślinka sztuczna,Living Room,424.64,266,2754801571648,1,2023-06-20
961,Rustykały Wanna składana beżowy S,Bathroom,44.26,350,8795083044059,0,2023-06-21
962,Boho Szafka na buty czarny XL,Hallway,683.01,162,5330770461172,0,2023-06-28
963,Industrialny Ramka na certyfikat szary M,Office,123.13,364,7288137702858,0,2023-06-30
964,Premium Nawóz do roślin,Garden,524.27,491,4215226557672,1,2023-07-01
965,Premium Roślinka sztuczna granatowy,Living Room,799.57,3,8272318432220,1,2023-07-03
966,Ekologiczny Talerz płytki czarny,Dining Room,834.67,50,1150835354447,0,2023-07-20
967,Praktyczny Dozownik do mydła,Bathroom,266.73,446,2201027621263,1,2023-07-23
968,Minimalistyczny Poduszka puchowa brązowy,Bedroom,855.83,405,1052769819873,0,2023-07-28
969,Klasyczny Półka na buty,Hallway,744.26,149,5269694439168,1,2023-07-30
970,Minimalistyczny Szczotka do zamiatania,Garage,122.91,470,509386948420,1,2023-08-02
971,Premium Kosz wiklinowy z pokrywką czarny L,Storage,269.36,428,8194217942818,1,2023-08-09
972,Industrialny Pojemnik na narzędzia ogrodowe kremowy XL,Balcony,619.75,346,8160930685387,0,2023-08-16
973,Lniany Przedłużacz elektryczny zielony,Garage,875.4,385,4434414916996,0,2023-08-17
974,Boho Świeczka do ogrodu,Garden,499.46,258,5289755855669,1,2023-08-25
975,Bawełniany Lampka nocna do pokoju dziecięcego szary L,Nursery,22.6,340,6601382412708,1,2023-08-26
976,Składany Pojemnik na śruby beżowy XL,Garage,603.61,139,9269326573273,1,2023-09-10
977,Ceramiczny Otwieracz do butelek biały L,Kitchen,219.99,393,8194905315207,1,2023-09-11
978,Premium Zasłona prysznicowa zielony,Bathroom,624.0,244,6212021697976,0,2023-09-17
979,Ceramiczny Doniczka balkonowa brązowy S,Balcony,882.21,421,3810595518425,1,2023-09-19
980,Ceramiczny Pojemnik plastikowy z pokrywką,Storage,68.85,474,7975736609656,1,2023-09-19
981,Stylowy Wieszak na obrazki kremowy,Nursery,321.28,82,8276364315940,1,2023-09-21
982,Ekologiczny Segregator A4,Office,703.25,329,9295014374839,0,2023-09-24
983,Wielofunkcyjny Zagłówek tapicerowany czarny XL,Bedroom,81.25,373,8478189137183,1,2023-10-02
984,Składany Wieszak na biżuterię granatowy XL,Bedroom,328.58,90,175370304536,0,2023-10-05
985,Vintage Taśma izolacyjna kremowy,Garage,216.97,408,8628950905910,0,2023-10-08
986,Skandynawski Podkładka pod nadgarstek granatowy S,Office,805.89,78,2216107051847,0,2023-10-09
987,Praktyczny Szafka RTV,Living Room,355.68,235,838688891784,1,2023-10-12
988,Ceramiczny Kosz wiklinowy z pokrywką zielony,Storage,141.86,452,2389743260055,1,2023-10-17
989,Lniany Wycieraczka wejściowa biały,Hallway,193.64,484,6576927789433,0,2023-10-29
990,Ceramiczny Taśma izolacyjna zielony M,Garage,690.43,465,9448463122418,1,2023-11-09
991,Dekoracyjny Worek próżniowy granatowy L,Storage,53.6,158,2960807063364,1,2023-11-12
992,Metalowy Lustro łazienkowe zielony,Bathroom,662.76,227,6755562833330,0,2023-11-18
993,Luksusowy Zestaw noży kuchennych,Kitchen,713.7,7,4817549651374,0,2023-11-24
994,Nowoczesny Poszewka na poduszkę szary,Bedroom,528.42,75,6204505331582,1,2023-12-03
995,Drewniany Koszyk na pieczywo czarny M,Dining Room,642.87,138,83850765978,1,2023-12-12
996,Industrialny Worek na delikatne pranie,Laundry Room,383.11,89,8225120734655,1,2023-12-13
997,Elegancki Mobilne nad łóżeczko szary,Nursery,316.01,118,8395972466575,0,2023-12-13
998,Bambusowy Łopatka silikonowa beżowy XL,Kitchen,132.32,424,5854218808799,0,2023-12-20
999,Bambusowy Ściereczka kuchenna,Kitchen,423.26,78,1885666954138,0,2023-12-23
1000,Szklany Pościel bawełniana,Bedroom,154.16,286,9466527523322,0,2023-12-27
